EQUIPO_NOMBRE,JUGADOR_NOMBRE,GOLES_24M,PENALES_24M,PARTIDOS_EQUIPO_24M,GOLES_POR_PARTIDO,XG_ESTIMADO_PARTIDO,REMATES_ARCO_ESTIMADOS,REMATES_TOTALES_ESTIMADOS,PARTIDOS_MARCANDO_DE_5,PROB_MARCAR
KEN,Ryan Ogam,4,0,21,0.19,0.181,0.57,1.8,0,0.21
KEN,Collins Sichenje,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KEN,Mohammed Bajaber,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KEN,William Wilson,1,0,21,0.048,0.07,0.22,0.7,0,0.087
KGZ,Joel Kojo,3,1,14,0.214,0.195,0.61,1.94,0,0.224
KGZ,Alimardon Shukurov,2,0,14,0.143,0.145,0.45,1.44,0,0.172
KGZ,Aleksandr Mishchenko,1,0,14,0.071,0.095,0.3,0.94,0,0.116
KGZ,Gulzhigit Alykulov,1,0,14,0.071,0.095,0.3,0.94,0,0.116
KGZ,Kai Merk,1,0,14,0.071,0.095,0.3,0.94,1,0.116
KGZ,Khristiyan Brauzman,1,0,14,0.071,0.095,0.3,0.94,0,0.116
KGZ,Odilzhon Abdurakhmanov,1,0,14,0.071,0.095,0.3,0.94,0,0.116
KGZ,Valery Kichin,1,0,14,0.071,0.095,0.3,0.94,0,0.116
KOR,Oh Hyeon-gyu,5,0,23,0.217,0.203,0.63,2.02,1,0.232
KOR,Lee Jae-sung,4,0,23,0.174,0.169,0.53,1.68,0,0.197
KOR,Son Heung-min,3,1,23,0.13,0.134,0.42,1.34,0,0.16
KOR,Hwang Hee-chan,2,0,23,0.087,0.1,0.31,0.99,0,0.122
KOR,Oh Se-hun,2,0,23,0.087,0.1,0.31,0.99,0,0.122
KOR,Bae Jun-ho,1,0,23,0.043,0.066,0.2,0.65,0,0.082
KOR,Hwang In-beom,1,0,23,0.043,0.066,0.2,0.65,1,0.082
KOR,Joo Min-kyu,1,0,23,0.043,0.066,0.2,0.65,0,0.082
KSA,Firas Al-Buraikan,3,1,38,0.079,0.089,0.28,0.88,0,0.109
KSA,Abdulrahman Al-Aboud,2,0,38,0.053,0.066,0.21,0.65,0,0.082
KSA,Hassan Kadesh,2,0,38,0.053,0.066,0.21,0.65,0,0.082
KSA,Musab Al-Juwayr,2,0,38,0.053,0.066,0.21,0.65,0,0.082
KSA,Abdulelah Al-Amri,1,0,38,0.026,0.043,0.13,0.43,1,0.055
KSA,Saleh Abu Al-Shamat,1,0,38,0.026,0.043,0.13,0.43,0,0.055
KSA,Saleh Al-Shehri,1,1,38,0.026,0.043,0.13,0.43,0,0.055
KSA,Salem Al-Dawsari,1,0,38,0.026,0.043,0.13,0.43,0,0.055
KUW,Yousef Nasser,5,2,23,0.217,0.203,0.63,2.02,0,0.232
KUW,Mohammad Daham,2,0,23,0.087,0.1,0.31,0.99,0,0.122
KVX,Vedat Muriqi,6,1,20,0.3,0.265,0.83,2.63,0,0.292
KVX,Fisnik Asllani,3,0,20,0.15,0.15,0.47,1.49,1,0.177
KVX,Elvis Rexhbeçaj,2,0,20,0.1,0.112,0.35,1.11,0,0.135
KVX,Ermal Krasniqi,2,0,20,0.1,0.112,0.35,1.11,0,0.135
KVX,Florent Muslija,2,0,20,0.1,0.112,0.35,1.11,2,0.135
KVX,Lumbardh Dellova,2,0,20,0.1,0.112,0.35,1.11,0,0.135
KVX,Albion Rrahmani,1,0,20,0.05,0.073,0.23,0.73,0,0.091
KVX,Amir Rrahmani,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LBR,Ayouba Kosiah,3,1,17,0.176,0.17,0.53,1.68,0,0.198
LBR,Nicholas Andrews,2,0,17,0.118,0.126,0.39,1.25,0,0.151
LBR,Edward Ledlum,1,0,17,0.059,0.083,0.26,0.82,0,0.102
LBR,Jimmy Farkarlun,1,0,17,0.059,0.083,0.26,0.82,0,0.102
LBR,Sulahman Mamadu Bah,1,0,17,0.059,0.083,0.26,0.82,0,0.102
LBY,Ezoo El Maremi,4,0,15,0.267,0.233,0.73,2.32,0,0.262
LBY,Mahmoud Al-Shalui,1,0,15,0.067,0.09,0.28,0.9,0,0.111
LBY,Muad Eisay,1,0,15,0.067,0.09,0.28,0.9,0,0.111
LBY,Muaid Ellafi,1,0,15,0.067,0.09,0.28,0.9,0,0.111
LCA,Caniggia Elva,2,2,11,0.182,0.171,0.53,1.69,1,0.199
LES,Hlompho Kalake,2,0,15,0.133,0.138,0.43,1.37,2,0.164
LES,Lehlohonolo Fothoane,1,0,15,0.067,0.09,0.28,0.9,0,0.111
LIE,Aron Sele,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LIE,Ferhat Saglam,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LIE,Nicolas Hasler,1,1,20,0.05,0.073,0.23,0.73,0,0.091
LTU,Armandas Kučys,4,1,20,0.2,0.188,0.59,1.87,1,0.217
LTU,Gvidas Gineitis,4,1,20,0.2,0.188,0.59,1.87,0,0.217
LTU,Edvinas Girdvainis,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LTU,Paulius Golubickas,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LTU,Pijus Širvys,1,0,20,0.05,0.073,0.23,0.73,0,0.091
LUX,Gerson Rodrigues,2,1,18,0.111,0.121,0.38,1.2,0,0.145
LUX,Aiman Dardari,1,0,18,0.056,0.079,0.25,0.79,0,0.098
LUX,Seid Korać,1,0,18,0.056,0.079,0.25,0.79,0,0.098
LVA,Dario Šits,2,0,18,0.111,0.121,0.38,1.2,0,0.145
LVA,Vladislavs Gutkovskis,2,1,18,0.111,0.121,0.38,1.2,1,0.145
LVA,Antonijs Černomordijs,1,0,18,0.056,0.079,0.25,0.79,0,0.098
LVA,Dmitrijs Zelenkovs,1,0,18,0.056,0.079,0.25,0.79,0,0.098
LVA,Maksims Toņiševs,1,0,18,0.056,0.079,0.25,0.79,1,0.098
LVA,Renārs Varslavāns,1,0,18,0.056,0.079,0.25,0.79,0,0.098
LVA,Roberts Uldriķis,1,0,18,0.056,0.079,0.25,0.79,0,0.098
MAD,Rayan Raveloson,3,0,17,0.176,0.17,0.53,1.68,0,0.198
MAD,Arnaud Randrianantenaina,2,0,17,0.118,0.126,0.39,1.25,0,0.151
MAD,Warren Caddy,2,0,17,0.118,0.126,0.39,1.25,0,0.151
MAD,Clément Couturier,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MAD,El Hadari Raheriniaina,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MAD,Hakim Abdallah,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MAD,Johan N'Zi,1,0,17,0.059,0.083,0.26,0.82,1,0.102
MAD,Lalaïna Rafanomezantsoa,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MAR,Ismael Saibari,7,0,40,0.175,0.172,0.54,1.7,2,0.2
MAR,Brahim Díaz,6,2,40,0.15,0.15,0.47,1.49,0,0.177
MAR,Ayoub El Kaabi,4,0,40,0.1,0.107,0.33,1.06,0,0.129
MAR,Azzedine Ounahi,3,0,40,0.075,0.085,0.26,0.84,1,0.104
MAR,Hamza Igamane,2,0,40,0.05,0.063,0.2,0.63,0,0.079
MAR,Soufiane Rahimi,2,0,40,0.05,0.063,0.2,0.63,2,0.079
MAR,Youssef En-Nesyri,2,0,40,0.05,0.063,0.2,0.63,0,0.079
MAR,Achraf Hakimi,1,0,40,0.025,0.041,0.13,0.41,1,0.052
MDA,Ion Nicolaescu,3,1,20,0.15,0.15,0.47,1.49,1,0.177
MDA,Mihail Caimacov,2,0,20,0.1,0.112,0.35,1.11,0,0.135
MDA,Artur Ioniță,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MDA,Maxim Cojocaru,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MDA,Virgiliu Postolachi,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MDA,Ștefan Bodișteanu,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MEX,Raúl Jiménez,6,1,34,0.176,0.173,0.54,1.71,3,0.201
MEX,Julián Quiñones,4,0,34,0.118,0.123,0.38,1.22,4,0.147
MEX,César Montes,3,0,34,0.088,0.098,0.3,0.97,0,0.119
MEX,Edson Álvarez,2,0,34,0.059,0.072,0.23,0.72,0,0.09
MEX,Alexis Vega,1,0,34,0.029,0.048,0.15,0.47,0,0.06
MEX,Luis Romo,1,0,34,0.029,0.048,0.15,0.47,1,0.06
MEX,Mateo Chávez,1,0,34,0.029,0.048,0.15,0.47,1,0.06
MEX,Álvaro Fidalgo,1,0,34,0.029,0.048,0.15,0.47,1,0.06
MKD,Bojan Miovski,6,0,20,0.3,0.265,0.83,2.63,1,0.292
MKD,Enis Bardhi,4,1,20,0.2,0.188,0.59,1.87,0,0.217
MKD,Aleksandar Trajkovski,2,0,20,0.1,0.112,0.35,1.11,0,0.135
MKD,Lirim Qamili,2,0,20,0.1,0.112,0.35,1.11,0,0.135
MKD,Darko Churlinov,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MKD,Elif Elmas,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MKD,Ezgjan Alioski,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MKD,Isnik Alimi,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MLI,Kamory Doumbia,5,1,21,0.238,0.219,0.68,2.17,0,0.247
MLI,Lassine Sinayoko,5,2,21,0.238,0.219,0.68,2.17,1,0.247
MLI,Dorgeles Nene,3,0,21,0.143,0.144,0.45,1.43,0,0.171
MLI,Gaoussou Diarra,1,0,21,0.048,0.07,0.22,0.7,0,0.087
MLI,Lassana Coulibaly,1,0,21,0.048,0.07,0.22,0.7,0,0.087
MLT,Teddy Teuma,2,2,17,0.118,0.126,0.39,1.25,1,0.151
MLT,Alexander Satariano,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MLT,Irvin Cardona,1,0,17,0.059,0.083,0.26,0.82,1,0.102
MLT,Jake Grech,1,0,17,0.059,0.083,0.26,0.82,1,0.102
MLT,Ryan Camenzuli,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MNE,Nikola Krstović,5,1,20,0.25,0.227,0.71,2.25,1,0.255
MNE,Adam Marušić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MNE,Driton Camaj,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MNE,Edvin Kuč,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MNE,Marko Tući,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MNE,Milutin Osmajić,1,0,20,0.05,0.073,0.23,0.73,1,0.091
MNE,Stevan Jovetić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MNE,Vasilije Adžić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MOZ,Geny Catamo,4,1,20,0.2,0.188,0.59,1.87,2,0.217
MOZ,Faisal Bangal,2,0,20,0.1,0.112,0.35,1.11,1,0.135
MOZ,Pepo Santos,2,0,20,0.1,0.112,0.35,1.11,0,0.135
MOZ,Diogo Calila,1,0,20,0.05,0.073,0.23,0.73,1,0.091
MOZ,Reinildo Mandava,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MOZ,Stanley Ratifo,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MOZ,Witi,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MRI,Emmanuel Vincent,1,0,9,0.111,0.127,0.39,1.26,1,0.152
MRI,Lindsay Rose,1,0,9,0.111,0.127,0.39,1.26,1,0.152
MRI,William François,1,0,9,0.111,0.127,0.39,1.26,1,0.152
MRI,Yannick Aristide,1,0,9,0.111,0.127,0.39,1.26,1,0.152
MTN,Abdallahi Mahmoud,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MTN,Aboubakary Koïta,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MTN,Aly Abeid,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MTN,Pape Ndiaga Yade,1,0,20,0.05,0.073,0.23,0.73,0,0.091
MWI,Gabadinho Mhango,2,0,17,0.118,0.126,0.39,1.25,0,0.151
MWI,Chawanangwa Kawonga,1,0,17,0.059,0.083,0.26,0.82,0,0.102
MWI,Richard Mbulu,1,0,17,0.059,0.083,0.26,0.82,0,0.102
NAM,Peter Shalulile,4,0,16,0.25,0.223,0.69,2.21,0,0.251
NAM,David Ndeunyema,1,0,16,0.062,0.086,0.27,0.86,0,0.106
NAM,Dawid Ndeunyema,1,0,16,0.062,0.086,0.27,0.86,0,0.106
NAM,Prins Tjiueza,1,0,16,0.062,0.086,0.27,0.86,0,0.106
NCA,Jaime Moreno,2,0,18,0.111,0.121,0.38,1.2,1,0.145
NCA,Bancy Hernández,1,0,18,0.056,0.079,0.25,0.79,1,0.098
NCA,Byron Bonilla,1,1,18,0.056,0.079,0.25,0.79,0,0.098
NCA,Junior Arteaga,1,0,18,0.056,0.079,0.25,0.79,0,0.098
NCL,Georges Gope-Fenepej,3,0,7,0.429,0.3,0.93,2.98,1,0.323
NCL,Joseph Athale,3,3,7,0.429,0.3,0.93,2.98,0,0.323
NCL,Germain Haewegene,1,0,7,0.143,0.146,0.46,1.45,0,0.173
NCL,Gérard Waia,1,0,7,0.143,0.146,0.46,1.45,0,0.173
NCL,Jean-Jacques Katrawa,1,0,7,0.143,0.146,0.46,1.45,1,0.173
NCL,Lues Waya,1,0,7,0.143,0.146,0.46,1.45,1,0.173
NED,Cody Gakpo,10,4,24,0.417,0.363,1.13,3.61,2,0.376
NED,Memphis Depay,9,3,24,0.375,0.33,1.03,3.28,0,0.349
NED,Tijjani Reijnders,5,0,24,0.208,0.197,0.61,1.95,0,0.226
NED,Denzel Dumfries,5,0,24,0.208,0.197,0.61,1.95,0,0.226
NED,Brian Brobbey,4,0,24,0.167,0.163,0.51,1.62,2,0.191
NED,Donyell Malen,4,0,24,0.167,0.163,0.51,1.62,0,0.191
NED,Xavi Simons,4,1,24,0.167,0.163,0.51,1.62,0,0.191
NED,Virgil van Dijk,3,0,24,0.125,0.13,0.41,1.29,1,0.155
NGA,Victor Osimhen,12,0,29,0.414,0.369,1.15,3.66,0,0.381
NGA,Akor Adams,4,0,29,0.138,0.14,0.44,1.39,0,0.166
NGA,Ademola Lookman,3,0,29,0.103,0.111,0.35,1.11,0,0.135
NGA,Frank Onyeka,2,0,29,0.069,0.083,0.26,0.82,0,0.102
NGA,Raphael Onyedika,2,0,29,0.069,0.083,0.26,0.82,0,0.102
NGA,Calvin Bassey,1,0,29,0.034,0.054,0.17,0.54,0,0.068
NGA,Chidera Ejuke,1,0,29,0.034,0.054,0.17,0.54,0,0.068
NGA,Paul Onuachu,1,0,29,0.034,0.054,0.17,0.54,0,0.068
NIG,Daniel Sosah,3,0,20,0.15,0.15,0.47,1.49,0,0.177
NIG,Youssouf Oumarou,2,0,20,0.1,0.112,0.35,1.11,0,0.135
NIG,Victorien Adebayor,1,0,20,0.05,0.073,0.23,0.73,0,0.091
NIR,Isaac Price,5,0,20,0.25,0.227,0.71,2.25,0,0.255
NIR,Daniel Ballard,2,0,20,0.1,0.112,0.35,1.11,0,0.135
NIR,Conor Bradley,1,0,20,0.05,0.073,0.23,0.73,0,0.091
NIR,Dion Charles,1,1,20,0.05,0.073,0.23,0.73,0,0.091
NIR,Jamie Donley,1,1,20,0.05,0.073,0.23,0.73,1,0.091
NIR,Jamie Reid,1,0,20,0.05,0.073,0.23,0.73,0,0.091
NIR,Josh Magennis,1,0,20,0.05,0.073,0.23,0.73,0,0.091
NIR,Justin Devenny,1,0,20,0.05,0.073,0.23,0.73,0,0.091
NOR,Erling Haaland,30,0,26,1.154,0.966,3.01,9.59,3,0.715
NOR,Alexander Sørloth,8,0,26,0.308,0.278,0.87,2.76,0,0.303
NOR,Antonio Nusa,6,0,26,0.231,0.216,0.67,2.14,1,0.244
NOR,Thelo Aasgaard,6,1,26,0.231,0.216,0.67,2.14,1,0.244
NOR,Felix Horn Myhre,2,0,26,0.077,0.091,0.28,0.9,0,0.111
NOR,Andreas Schjelderup,1,0,26,0.038,0.059,0.19,0.59,1,0.074
NOR,Aron Dønnum,1,0,26,0.038,0.059,0.19,0.59,0,0.074
NOR,David Møller Wolfe,1,0,26,0.038,0.059,0.19,0.59,0,0.074
NZL,Chris Wood,9,0,23,0.391,0.341,1.06,3.39,0,0.358
NZL,Elijah Just,7,0,23,0.304,0.272,0.85,2.7,2,0.298
NZL,Ben Waine,2,1,23,0.087,0.1,0.31,0.99,0,0.122
NZL,Callum McCowatt,2,0,23,0.087,0.1,0.31,0.99,0,0.122
NZL,Kosta Barbarouses,2,0,23,0.087,0.1,0.31,0.99,0,0.122
NZL,Sarpreet Singh,2,0,23,0.087,0.1,0.31,0.99,0,0.122
NZL,Tyler Bindon,2,0,23,0.087,0.1,0.31,0.99,0,0.122
NZL,Finn Surman,1,0,23,0.043,0.066,0.2,0.65,1,0.082
OMA,Abdulrahman Al-Mushaifri,2,0,27,0.074,0.088,0.27,0.87,0,0.108
OMA,Issam Al-Sabhi,2,1,27,0.074,0.088,0.27,0.87,0,0.108
OMA,Muhsen Al-Ghassani,2,0,27,0.074,0.088,0.27,0.87,0,0.108
OMA,Abdullah Fawaz,1,0,27,0.037,0.058,0.18,0.57,0,0.072
OMA,Ali Al-Busaidi,1,0,27,0.037,0.058,0.18,0.57,0,0.072
PAN,Ismael Díaz,8,2,29,0.276,0.254,0.79,2.52,0,0.281
PAN,Tomás Rodríguez,3,0,29,0.103,0.111,0.35,1.11,0,0.135
PAN,Cecilio Waterman,2,0,29,0.069,0.083,0.26,0.82,0,0.102
PAN,Eduardo Guerrero,2,1,29,0.069,0.083,0.26,0.82,0,0.102
PAN,Eric Davis,2,1,29,0.069,0.083,0.26,0.82,0,0.102
PAN,José Fajardo,2,0,29,0.069,0.083,0.26,0.82,0,0.102
PAN,Carlos Harvey,1,0,29,0.034,0.054,0.17,0.54,0,0.068
PAN,Cristian Martínez,1,0,29,0.034,0.054,0.17,0.54,0,0.068
PAR,Julio Enciso,4,1,24,0.167,0.163,0.51,1.62,1,0.191
PAR,Antonio Sanabria,3,0,24,0.125,0.13,0.41,1.29,0,0.155
PAR,Matías Galarza,3,0,24,0.125,0.13,0.41,1.29,1,0.155
PAR,Omar Alderete,2,0,24,0.083,0.097,0.3,0.96,0,0.118
PAR,Diego Gómez,1,0,24,0.042,0.063,0.2,0.63,0,0.079
PAR,Júnior Alonso,1,0,24,0.042,0.063,0.2,0.63,0,0.079
PAR,Maurício,1,0,24,0.042,0.063,0.2,0.63,1,0.079
PAR,Miguel Almirón,1,0,24,0.042,0.063,0.2,0.63,0,0.079
PER,Alexander Callens,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PER,Andy Polo,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PER,Edison Flores,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PER,Miguel Araujo,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PER,Paolo Guerrero,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PLE,Wessam Abou Ali,4,2,19,0.211,0.196,0.61,1.95,0,0.225
PLE,Tamer Seyam,2,0,19,0.105,0.116,0.36,1.15,0,0.14
PLE,Zaid Qunbar,2,0,19,0.105,0.116,0.36,1.15,0,0.14
PLE,Ameed Mahajna,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PLE,Oday Kharoub,1,0,19,0.053,0.076,0.24,0.75,0,0.094
PNG,Tommy Semmy,2,0,9,0.222,0.193,0.6,1.92,0,0.222
PNG,Ati Kepo,1,0,9,0.111,0.127,0.39,1.26,0,0.152
PNG,Joseph Joe,1,0,9,0.111,0.127,0.39,1.26,0,0.152
PNG,Raymond Gunemba,1,0,9,0.111,0.127,0.39,1.26,0,0.152
POL,Robert Lewandowski,6,1,20,0.3,0.265,0.83,2.63,2,0.292
POL,Piotr Zieliński,4,0,20,0.2,0.188,0.59,1.87,2,0.217
POL,Karol Świderski,3,0,20,0.15,0.15,0.47,1.49,1,0.177
POL,Nicola Zalewski,3,1,20,0.15,0.15,0.47,1.49,1,0.177
POL,Sebastian Szymański,3,0,20,0.15,0.15,0.47,1.49,0,0.177
POL,Jakub Kamiński,2,0,20,0.1,0.112,0.35,1.11,0,0.135
POL,Matty Cash,2,0,20,0.1,0.112,0.35,1.11,0,0.135
POL,Dominik Marczuk,1,0,20,0.05,0.073,0.23,0.73,0,0.091
POR,Cristiano Ronaldo,16,3,25,0.64,0.545,1.7,5.41,2,0.508
POR,Bruno Fernandes,5,2,25,0.2,0.19,0.59,1.89,0,0.219
POR,João Neves,4,0,25,0.16,0.158,0.49,1.57,1,0.186
POR,Gonçalo Ramos,3,0,25,0.12,0.126,0.39,1.25,1,0.151
POR,João Félix,3,0,25,0.12,0.126,0.39,1.25,0,0.151
POR,Bernardo Silva,2,0,25,0.08,0.094,0.29,0.93,0,0.115
POR,Francisco Conceição,2,0,25,0.08,0.094,0.29,0.93,0,0.115
POR,Francisco Trincão,2,0,25,0.08,0.094,0.29,0.93,0,0.115
PRK,Kim Yu-song,2,0,13,0.154,0.153,0.48,1.52,1,0.18
PRK,Pak Kwang-hun,2,0,13,0.154,0.153,0.48,1.52,2,0.18
PRK,Jong Il-gwan,1,0,13,0.077,0.1,0.31,0.99,0,0.122
PRK,Kang Kuk-chol,1,0,13,0.077,0.1,0.31,0.99,0,0.122
PRK,Ri Il-song,1,0,13,0.077,0.1,0.31,0.99,0,0.122
PRK,Ri Jo-guk,1,0,13,0.077,0.1,0.31,0.99,1,0.122
PUR,Leandro Antonetti,1,0,15,0.067,0.09,0.28,0.9,1,0.111
PUR,Steven Echevarria,1,0,15,0.067,0.09,0.28,0.9,1,0.111
QAT,Almoez Ali,5,0,27,0.185,0.179,0.56,1.77,0,0.207
QAT,Akram Afif,2,1,27,0.074,0.088,0.27,0.87,0,0.108
QAT,Ibrahim Al-Hassan,2,0,27,0.074,0.088,0.27,0.87,0,0.108
QAT,Lucas Mendes,2,0,27,0.074,0.088,0.27,0.87,0,0.108
QAT,Ahmed Al Ganehi,1,0,27,0.037,0.058,0.18,0.57,0,0.072
QAT,Ahmed Al-Rawi,1,0,27,0.037,0.058,0.18,0.57,0,0.072
QAT,Ahmed Alaaeldin,1,0,27,0.037,0.058,0.18,0.57,0,0.072
QAT,Boualem Khoukhi,1,0,27,0.037,0.058,0.18,0.57,0,0.072
ROU,Răzvan Marin,7,5,20,0.35,0.304,0.95,3.02,0,0.326
ROU,Denis Drăguș,4,0,20,0.2,0.188,0.59,1.87,0,0.217
ROU,Dennis Man,4,0,20,0.2,0.188,0.59,1.87,1,0.217
ROU,Daniel Bîrligea,2,0,20,0.1,0.112,0.35,1.11,0,0.135
ROU,Florin Tănase,2,0,20,0.1,0.112,0.35,1.11,0,0.135
ROU,Ianis Hagi,2,1,20,0.1,0.112,0.35,1.11,1,0.135
ROU,Alexandru Mitriță,1,0,20,0.05,0.073,0.23,0.73,0,0.091
ROU,Andrei Rațiu,1,0,20,0.05,0.073,0.23,0.73,1,0.091
RSA,Lyle Foster,4,0,27,0.148,0.148,0.46,1.47,0,0.176
RSA,Oswin Appollis,4,1,27,0.148,0.148,0.46,1.47,0,0.176
RSA,Evidence Makgopa,2,0,27,0.074,0.088,0.27,0.87,0,0.108
RSA,Jayden Adams,1,0,27,0.037,0.058,0.18,0.57,0,0.072
RSA,Mohau Nkota,1,0,27,0.037,0.058,0.18,0.57,0,0.072
RSA,Teboho Mokoena,1,1,27,0.037,0.058,0.18,0.57,1,0.072
RSA,Thalente Mbatha,1,0,27,0.037,0.058,0.18,0.57,0,0.072
RSA,Thapelo Maseko,1,0,27,0.037,0.058,0.18,0.57,1,0.072
RWA,Gilbert Mugisha,1,0,16,0.062,0.086,0.27,0.86,1,0.106
RWA,Jojea Kwizera,1,0,16,0.062,0.086,0.27,0.86,0,0.106
SCO,Scott McTominay,5,1,23,0.217,0.203,0.63,2.02,0,0.232
SCO,John McGinn,3,0,23,0.13,0.134,0.42,1.34,1,0.16
SCO,Ryan Christie,3,0,23,0.13,0.134,0.42,1.34,0,0.16
SCO,Che Adams,2,0,23,0.087,0.1,0.31,0.99,0,0.122
SCO,Andy Robertson,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SCO,Ben Gannon-Doak,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SCO,Billy Gilmour,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SCO,Kenny McLean,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SDN,Aamir Abdallah,1,0,23,0.043,0.066,0.2,0.65,1,0.082
SDN,Mohamed Eisa,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SEN,Ismaïla Sarr,6,0,31,0.194,0.186,0.58,1.85,3,0.215
SEN,Pape Gueye,5,0,31,0.161,0.159,0.5,1.58,1,0.187
SEN,Sadio Mané,5,0,31,0.161,0.159,0.5,1.58,0,0.187
SEN,Nicolas Jackson,4,1,31,0.129,0.132,0.41,1.31,0,0.158
SEN,Cherif Ndiaye,3,1,31,0.097,0.105,0.33,1.05,0,0.128
SEN,Iliman Ndiaye,3,0,31,0.097,0.105,0.33,1.05,1,0.128
SEN,Pape Matar Sarr,3,0,31,0.097,0.105,0.33,1.05,0,0.128
SEN,Habib Diallo,2,0,31,0.065,0.078,0.24,0.78,0,0.097
SKN,G'Vaune Amory,1,0,17,0.059,0.083,0.26,0.82,0,0.102
SKN,Romaine Sawyers,1,0,17,0.059,0.083,0.26,0.82,0,0.102
SKN,Tiquanny Williams,1,0,17,0.059,0.083,0.26,0.82,0,0.102
SKN,Tyreece Simpson,1,0,17,0.059,0.083,0.26,0.82,0,0.102
SLE,Alhassan Koroma,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Ibrahim Turay,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Juma Bah,1,0,15,0.067,0.09,0.28,0.9,1,0.111
SLE,Kei Kamara,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Momoh Kamara,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Musa Noah Kamara,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Mustapha Bundu,1,0,15,0.067,0.09,0.28,0.9,0,0.111
SLE,Sallieu Tarawallie,1,0,15,0.067,0.09,0.28,0.9,1,0.111
SLV,Brayan Gil,2,0,23,0.087,0.1,0.31,0.99,0,0.122
SLV,Elvin Alvarado,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SLV,Harold Osorio,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SLV,Santos Ortiz,1,0,23,0.043,0.066,0.2,0.65,0,0.082
SMR,Nicola Nanni,2,2,20,0.1,0.112,0.35,1.11,0,0.135
SMR,Alessandro Golinucci,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SMR,Lorenzo Lazzari,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SMR,Nicko Sensoli,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SMR,Nicolas Giacopetti,1,0,20,0.05,0.073,0.23,0.73,1,0.091
SMR,Samuele Zannoni,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SOL,Javin Alick,1,0,12,0.083,0.106,0.33,1.05,0,0.128
SOL,Junior David,1,0,12,0.083,0.106,0.33,1.05,0,0.128
SOL,Micah Lea'alafa,1,0,12,0.083,0.106,0.33,1.05,0,0.128
SOL,Raphael Lea'i,1,0,12,0.083,0.106,0.33,1.05,0,0.128
SRB,Aleksandar Mitrović,5,2,20,0.25,0.227,0.71,2.25,0,0.255
SRB,Dušan Vlahović,3,0,20,0.15,0.15,0.47,1.49,0,0.177
SRB,Aleksa Terzić,1,0,20,0.05,0.073,0.23,0.73,0,0.091
SRB,Aleksandar Katai,1,0,20,0.05,0.073,0.23,0.73,1,0.091
